filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011041
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011043
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011044
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011045
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011046
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011047
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011048
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011049
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011050
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011051
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011052
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011053
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011054
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011056
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011057
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011058
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011059
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011060
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011061
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011062
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011063
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011064
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013232
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013510
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013513
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013605
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013721
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013761
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/outliers/water_gate/ADE_train_00014914
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00000501
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00000502
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00000503
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00001501
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00001502
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/c/coast/ADE_train_00000568
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/c/coast/ADE_train_00005831
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/c/coast/ADE_train_00005873
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011023
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011024
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011025
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011026
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011027
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011028
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011029
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011030
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011032
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011033
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011034
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011035
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011036
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011037
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011038
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011039
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011040
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011041
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011043
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011044
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011045
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011046
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011047
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011048
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011049
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011050
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011051
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011052
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011053
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011054
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011056
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011057
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011058
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011059
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011060
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011061
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011062
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011063
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011064
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013232
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013510
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013513
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013605
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013721
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013761
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/outliers/water_gate/ADE_train_00014914
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00000501
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00000502
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00000503
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00001501
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/validation/l/lighthouse/ADE_val_00001502
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000543
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001892
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001960
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/balcony/interior/ADE_train_00002219
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003234
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003332
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003536
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003782
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004106
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004154
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/carport/indoor/ADE_train_00005130
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005476
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005502
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005503
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/d/doorway/indoor/ADE_train_00007340
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008356
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008362
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000543
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001892
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001960
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/balcony/interior/ADE_train_00002219
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003234
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003332
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003536
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003782
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004106
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004154
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/carport/indoor/ADE_train_00005130
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005476
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005502
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005503
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/d/doorway/indoor/ADE_train_00007340
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008356
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008362
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/k/kindergarden_classroom/ADE_train_00010114
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/k/kindergarden_classroom/ADE_train_00010121
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010633
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011152
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011178
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000543
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001892
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001960
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/balcony/interior/ADE_train_00002219
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000543
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001892
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001960
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/balcony/interior/ADE_train_00002219
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003234
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003332
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003536
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000543
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001892
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001960
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/balcony/interior/ADE_train_00002219
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003234
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003332
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003536
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003782
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004106
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004154
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/carport/indoor/ADE_train_00005130
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005476
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005502
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005503
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/d/doorway/indoor/ADE_train_00007340
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000543
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000337
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000373
category,armchair
filepath,../../adeContext-datasets/ADE20K/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000393
category,armchair
filepath,../ADE20K/ADE20K_2016_07_26/images/training/c/coast/ADE_train_00000568
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/c/coast/ADE_train_00005831
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/c/coast/ADE_train_00005873
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011023
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011024
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011025
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011026
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011027
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011028
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011029
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011030
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011031
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011032
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011033
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011034
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011035
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011036
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011037
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011038
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011039
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011040
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011041
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011043
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011044
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011045
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011046
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011047
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011048
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011049
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011050
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011051
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011052
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011053
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011054
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011056
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011057
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011058
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011059
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011060
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011061
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011062
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011063
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/l/lighthouse/ADE_train_00011064
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013232
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013510
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013513
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013605
category,beacon
filepath,../ADE20K/ADE20K_2016_07_26/images/training/misc/ADE_train_00013721
